File No,Player Name,Innings,Batting Position,Runs,Dots,1s,2s,3s,4s,6s,Balls Played,Wicket Method,Balls Bowled,Runs Given,Extras Given,Wickets Taken
710305.csv,Anamul Haque,1,1,100,74,46,3,0,6,4,133,caught,0,0,0,0
710305.csv,Imrul Kayes,1,2,59,44,27,0,0,5,2,78,caught,0,0,0,0
710305.csv,Mominul Haque,1,3,51,17,21,3,0,6,0,47,caught,54,37,0,2
710305.csv,Mushfiqur Rahim,1,4,51,9,17,1,0,8,0,35,,0,0,0,0
710305.csv,Shakib Al Hasan,1,5,44,2,6,1,0,6,2,17,,62,51,3,1
710305.csv,Abdur Razzak,1,,0,0,0,0,0,0,0,0,,55,70,2,1
710305.csv,Al-Amin Hossain,1,,0,0,0,0,0,0,0,0,,43,48,4,2
710305.csv,Mahmudullah,1,,0,0,0,0,0,0,0,0,,42,47,1,1
710305.csv,Nasir Hossain,1,,0,0,0,0,0,0,0,0,,18,17,0,0
710305.csv,Shafiul Islam,1,,0,0,0,0,0,0,0,0,,33,46,3,0
710305.csv,Ahmed Shehzad,2,1,103,66,43,3,0,12,1,125,bowled,0,0,0,0
710305.csv,Mohammad Hafeez,2,2,52,33,12,4,0,8,0,57,caught,60,27,2,0
710305.csv,Misbah-ul-Haq,2,3,4,3,0,0,0,1,0,4,bowled,0,0,0,0
710305.csv,Sohaib Maqsood,2,4,2,3,2,0,0,0,0,5,caught,6,7,0,0
710305.csv,Fawad Alam,2,5,74,25,36,5,0,4,2,72,run out,12,12,0,0
710305.csv,Abdur Rehman,2,6,8,2,4,2,0,0,0,8,caught,3,5,3,0
710305.csv,Shahid Afridi,2,7,59,11,5,2,0,2,7,27,run out,62,62,2,0
710305.csv,Umar Akmal,2,8,14,2,4,1,0,2,0,9,,0,0,0,0
710305.csv,Mohammad Talha,2,,0,0,0,0,0,0,0,0,,43,63,5,1
710305.csv,Saeed Ajmal,2,,0,0,0,0,0,0,0,0,,61,60,2,2
710305.csv,Umar Gul,2,,0,0,0,0,0,0,0,0,,63,69,7,0
667889.csv,AN Cook,1,1,11,18,3,2,0,1,0,24,caught,0,0,0,0
667889.csv,IR Bell,1,2,50,30,17,4,1,4,1,57,caught,0,0,0,0
667889.csv,GS Ballance,1,3,64,33,28,5,0,5,1,72,caught,0,0,0,0
667889.csv,EJG Morgan,1,4,3,1,1,1,0,0,0,3,bowled,0,0,0,0
667889.csv,JE Root,1,5,45,16,18,5,1,2,1,43,lbw,6,7,0,0
667889.csv,RS Bopara,1,6,3,3,3,0,0,0,0,6,lbw,31,23,8,1
667889.csv,JC Buttler,1,7,26,6,10,3,0,1,1,21,,0,0,0,0
667889.csv,CJ Jordan,1,8,38,2,2,2,0,5,2,13,,38,23,2,3
667889.csv,HF Gurney,1,,0,0,0,0,0,0,0,0,,34,16,4,2
667889.csv,JC Tredwell,1,,0,0,0,0,0,0,0,0,,36,38,1,3
667889.csv,JM Anderson,1,,0,0,0,0,0,0,0,0,,30,22,0,1
667889.csv,HDRL Thirimanne,2,1,0,5,0,0,0,0,0,5,lbw,0,0,0,0
667889.csv,KC Sangakkara,2,2,8,12,0,0,0,2,0,14,bowled,0,0,0,0
667889.csv,TM Dilshan,2,3,33,23,13,0,0,5,0,41,caught,0,0,0,0
667889.csv,DPMD Jayawardene,2,4,35,23,13,3,0,4,0,43,caught,0,0,0,0
667889.csv,AD Mathews,2,5,18,12,8,1,0,2,0,23,caught,37,24,2,1
667889.csv,LD Chandimal,2,6,8,3,4,0,0,1,0,8,caught,0,0,0,0
667889.csv,KMDN Kulasekara,2,7,0,3,0,0,0,0,0,3,caught,48,60,0,2
667889.csv,NLTC Perera,2,8,2,4,2,0,0,0,0,6,caught,18,25,0,0
667889.csv,SMSM Senanayake,2,9,11,4,5,1,0,1,0,11,caught,48,30,0,3
667889.csv,SL Malinga,2,10,10,11,2,2,0,1,0,16,bowled,52,67,5,0
667889.csv,RAS Lakmal,2,11,4,2,2,1,0,0,0,5,,36,34,0,0
1073420.csv,OSM Rae,1,1,7,17,3,0,0,1,0,21,bowled,0,0,0,0
1073420.csv,FE Urquhart,1,2,7,12,3,0,0,1,0,16,caught and bowled,0,0,0,0
1073420.csv,KE Bryce,1,3,15,33,7,0,0,2,0,42,caught,0,0,0,0
1073420.csv,K Anderson,1,4,7,26,7,0,0,0,0,33,lbw,19,17,0,0
1073420.csv,RV Scholes,1,5,0,2,0,0,0,0,0,2,lbw,42,17,0,0
1073420.csv,EM Priddle,1,6,12,14,8,0,0,1,0,23,caught,0,0,0,0
1073420.csv,SJ Bryce,1,7,5,6,1,0,0,1,0,8,bowled,0,0,0,0
1073420.csv,KL Gordon,1,8,0,3,0,0,0,0,0,3,caught,60,29,0,4
1073420.csv,K McGill,1,9,11,38,5,1,0,1,0,45,bowled,0,0,0,0
1073420.csv,A Aitken,1,10,2,13,2,0,0,0,0,15,caught and bowled,26,19,2,0
1073420.csv,AH Maqsood,1,11,4,38,2,1,0,0,0,41,,18,10,0,0
1073420.csv,Nahida Khan,2,1,20,41,6,1,0,3,0,51,bowled,0,0,0,0
1073420.csv,Nain Abidi,2,2,21,31,5,2,0,3,0,41,caught,0,0,0,0
1073420.csv,Bismah Maroof,2,3,0,1,0,0,0,0,0,1,bowled,12,3,0,0
1073420.csv,Javeria Khan,2,4,35,26,10,1,1,5,0,43,,14,0,2,1
1073420.csv,Ayesha Zafar,2,5,0,1,0,0,0,0,0,1,bowled,0,0,0,0
1073420.csv,Rabiya Shah,2,6,16,16,10,1,0,1,0,28,,0,0,0,0
1073420.csv,Aliya Riaz,2,,0,0,0,0,0,0,0,0,,31,6,5,0
1073420.csv,Ghulam Fatima,2,,0,0,0,0,0,0,0,0,,41,20,5,1
1073420.csv,Maham Tariq,2,,0,0,0,0,0,0,0,0,,40,18,4,0
1073420.csv,Nashra Sandhu,2,,0,0,0,0,0,0,0,0,,51,9,4,3
1073420.csv,Sana Mir,2,,0,0,0,0,0,0,0,0,,60,14,1,5
749547.csv,PW Gough,1,1,27,43,15,4,0,1,0,63,stumped,18,16,0,0
749547.csv,NAT Watkins,1,2,0,8,0,0,0,0,0,8,caught,42,36,0,0
749547.csv,BDH Stevens,1,3,37,33,6,2,1,3,2,47,caught,60,51,1,1
749547.csv,JW Jenner,1,4,55,33,9,4,0,5,3,54,caught and bowled,0,0,0,0
749547.csv,DA Morrison,1,5,0,6,0,0,0,0,0,6,caught,0,0,0,0
749547.csv,ASJ Dewhurst,1,6,1,8,1,0,0,0,0,9,lbw,0,0,0,0
749547.csv,EJ Farley,1,7,4,19,1,0,1,0,0,21,caught,0,0,0,0
749547.csv,SSJ Dewhurst,1,8,5,19,5,0,0,0,0,24,run out,12,14,0,0
749547.csv,CJ Bodenstein,1,9,26,20,16,0,0,1,1,38,,24,24,0,1
749547.csv,AW Hawkins-Kay,1,10,13,22,5,0,0,2,0,29,bowled,24,29,1,1
749547.csv,CW Perchard,1,11,4,7,4,0,0,0,0,11,bowled,24,17,0,0
749547.csv,Zeeshan Siddiqui,2,1,87,56,32,8,1,9,0,106,,0,0,0,0
749547.csv,Zeeshan Maqsood,2,2,29,11,1,2,0,6,0,20,caught,60,27,0,4
749547.csv,VS Wategaonkar,2,3,6,7,4,1,0,0,0,12,caught,0,0,0,0
749547.csv,Arif Hussain,2,4,61,39,15,1,0,8,2,65,lbw,12,12,0,0
749547.csv,Adnan Ilyas,2,5,4,0,0,0,0,1,0,1,,0,0,0,0
749547.csv,AV Lalcheta,2,,0,0,0,0,0,0,0,0,,49,33,1,2
749547.csv,Aamir Kaleem,2,,0,0,0,0,0,0,0,0,,31,23,2,0
749547.csv,Amir Ali,2,,0,0,0,0,0,0,0,0,,61,28,2,1
749547.csv,M Ansari,2,,0,0,0,0,0,0,0,0,,54,29,7,3
749547.csv,RJ Ranpura,2,,0,0,0,0,0,0,0,0,,43,20,1,0
463154.csv,GC Smith,1,1,7,7,3,0,0,1,0,11,caught,0,0,0,0
463154.csv,HM Amla,1,2,116,53,68,6,0,9,0,136,,0,0,0,0
463154.csv,MN van Wyk,1,3,56,35,17,2,1,8,0,63,caught and bowled,0,0,0,0
463154.csv,AB de Villiers,1,4,11,5,5,1,0,1,0,12,stumped,0,0,0,0
463154.csv,JP Duminy,1,5,35,14,29,1,0,1,0,45,caught and bowled,0,0,0,0
463154.csv,F du Plessis,1,6,8,1,4,0,0,1,0,6,bowled,6,13,0,0
463154.csv,J Botha,1,7,2,1,0,1,0,0,0,2,caught,48,33,1,1
463154.csv,RJ Peterson,1,8,4,1,0,0,0,1,0,2,bowled,43,40,5,1
463154.csv,DW Steyn,1,9,0,1,0,0,0,0,0,1,run out,55,31,2,2
463154.csv,M Morkel,1,10,0,2,0,0,0,0,0,2,run out,49,51,1,4
463154.csv,LL Tsotsobe,1,11,0,1,0,0,0,0,0,1,,46,55,2,2
463154.csv,PA Patel,2,1,38,19,7,2,1,6,0,35,caught,0,0,0,0
463154.csv,RG Sharma,2,2,5,7,1,0,0,1,0,9,bowled,12,14,0,0
463154.csv,V Kohli,2,3,2,4,2,0,0,0,0,6,caught,0,0,0,0
463154.csv,MS Dhoni,2,4,5,8,1,0,0,1,0,10,caught,0,0,0,0
463154.csv,Yuvraj Singh,2,5,8,12,0,0,0,2,0,14,caught,49,44,1,2
463154.csv,SK Raina,2,6,11,4,1,1,0,2,0,8,caught,13,12,1,0
463154.csv,YK Pathan,2,7,105,33,19,3,0,8,8,71,caught,13,9,1,0
463154.csv,Harbhajan Singh,2,8,13,9,5,1,0,0,1,16,caught,48,33,0,0
463154.csv,PP Chawla,2,9,8,7,2,1,0,1,0,11,bowled,42,32,0,0
463154.csv,Z Khan,2,10,24,43,12,0,0,3,0,58,caught,56,45,4,4
463154.csv,MM Patel,2,11,4,5,4,0,0,0,0,9,,48,50,4,3
298798.csv,L Vincent,1,1,18,19,6,2,0,2,0,29,bowled,6,0,0,1
298798.csv,BB McCullum,1,2,0,6,0,0,0,0,0,6,caught,0,0,0,0
298798.csv,JM How,1,3,15,28,3,0,0,3,0,34,lbw,0,0,0,0
298798.csv,SB Styris,1,4,60,52,36,0,0,6,0,94,caught,49,36,3,0
298798.csv,LRPL Taylor,1,5,3,8,3,0,0,0,0,11,bowled,0,0,0,0
298798.csv,MS Sinclair,1,6,73,30,36,5,1,6,0,78,run out,0,0,0,0
298798.csv,JDP Oram,1,7,34,21,13,2,1,2,1,40,caught,12,20,0,0
298798.csv,KD Mills,1,8,11,5,5,0,0,0,1,11,run out,60,34,3,1
298798.csv,DL Vettori,1,9,9,3,1,0,0,2,0,6,,60,33,0,3
298798.csv,JS Patel,1,,0,0,0,0,0,0,0,0,,44,54,0,0
298798.csv,MR Gillespie,1,,0,0,0,0,0,0,0,0,,44,56,3,0
298798.csv,GC Smith,2,1,51,39,26,5,1,3,0,74,caught,0,0,0,0
298798.csv,HH Gibbs,2,2,119,52,31,3,0,10,7,103,caught,0,0,0,0
298798.csv,JH Kallis,2,3,30,32,12,1,0,4,0,49,caught,12,13,0,0
298798.csv,AB de Villiers,2,4,2,10,2,0,0,0,0,12,caught,0,0,0,0
298798.csv,JP Duminy,2,5,1,5,1,0,0,0,0,6,caught,0,0,0,0
298798.csv,MV Boucher,2,6,26,15,3,2,1,4,0,25,,0,0,0,0
298798.csv,SM Pollock,2,7,4,5,0,0,0,1,0,6,,62,24,2,0
298798.csv,A Nel,2,,0,0,0,0,0,0,0,0,,61,51,1,1
298798.csv,CK Langeveldt,2,,0,0,0,0,0,0,0,0,,62,44,4,3
298798.csv,DW Steyn,2,,0,0,0,0,0,0,0,0,,58,46,7,3
298798.csv,J Botha,2,,0,0,0,0,0,0,0,0,,54,45,1,1
247484.csv,EC Joyce,1,1,1,4,1,0,0,0,0,5,bowled,0,0,0,0
247484.csv,MP Vaughan,1,2,6,10,2,0,0,1,0,13,caught,55,33,2,1
247484.csv,IR Bell,1,3,31,59,14,3,1,2,0,79,caught,0,0,0,0
247484.csv,KP Pietersen,1,4,48,21,19,3,1,5,0,49,caught,0,0,0,0
247484.csv,PD Collingwood,1,5,90,37,33,2,1,8,3,84,run out,37,37,1,1
247484.csv,A Flintoff,1,6,43,38,17,5,0,4,0,64,bowled,53,39,5,4
247484.csv,PA Nixon,1,7,19,4,9,0,0,1,1,15,caught,0,0,0,0
247484.csv,RS Bopara,1,8,10,0,2,2,0,1,0,5,,0,0,0,0
247484.csv,JM Anderson,1,,0,0,0,0,0,0,0,0,,46,29,6,1
247484.csv,MS Panesar,1,,0,0,0,0,0,0,0,0,,60,31,1,2
247484.csv,SI Mahmood,1,,0,0,0,0,0,0,0,0,,50,32,2,1
247484.csv,WTS Porterfield,2,1,31,53,7,4,4,1,0,69,caught,0,0,0,0
247484.csv,JP Bray,2,2,0,2,0,0,0,0,0,2,caught,0,0,0,0
247484.csv,EJG Morgan,2,3,2,5,2,0,0,0,0,7,run out,0,0,0,0
247484.csv,NJ O'Brien,2,4,63,45,34,5,1,4,0,89,stumped,0,0,0,0
247484.csv,AC Botha,2,5,18,27,10,2,0,1,0,40,caught,60,56,1,1
247484.csv,KJ O'Brien,2,6,12,10,8,0,0,1,0,19,lbw,26,24,2,1
247484.csv,AR White,2,7,38,15,10,6,0,4,0,35,caught,12,8,0,0
247484.csv,DT Johnston,2,8,27,13,6,1,1,1,2,24,bowled,60,70,0,2
247484.csv,WK McCallan,2,9,5,2,3,1,0,0,0,6,bowled,62,34,4,1
247484.csv,D Langford-Smith,2,10,1,1,1,0,0,0,0,2,lbw,48,32,6,0
247484.csv,WB Rankin,2,11,4,5,2,1,0,0,0,8,,46,24,5,2
746101.csv,Manoj Adhikari,1,1,39,101,13,4,2,3,0,123,lbw,0,0,0,0
746101.csv,S Chhetri,1,2,5,25,5,0,0,0,0,30,caught,0,0,0,0
746101.csv,SR Gurung,1,3,0,8,0,0,0,0,0,8,caught,0,0,0,0
746101.csv,J Singye,1,4,2,2,0,1,0,0,0,3,caught,18,30,0,2
746101.csv,S Tobgay,1,5,27,32,7,2,0,4,0,45,bowled,0,0,0,0
746101.csv,T Jamtsho,1,6,35,31,21,1,0,3,0,56,,14,19,6,1
746101.csv,T Wangchuk,1,7,1,6,1,0,0,0,0,7,caught,18,29,0,1
746101.csv,S Pradhan,1,8,31,17,15,4,0,2,0,38,bowled,4,15,0,0
746101.csv,L Yonten,1,9,2,0,2,0,0,0,0,2,,13,29,1,0
746101.csv,DK Subba,1,,0,0,0,0,0,0,0,0,,14,16,2,0
746101.csv,Suman Pradhan,1,,0,0,0,0,0,0,0,0,,7,25,1,0
746101.csv,Mohammed Irfan,2,1,54,14,4,0,0,5,5,28,caught,0,0,0,0
746101.csv,Abid Mushtaq,2,2,11,7,3,0,0,2,0,12,bowled,19,15,2,0
746101.csv,Hisham Mirza,2,3,3,3,1,1,0,0,0,5,caught,48,34,0,2
746101.csv,Mohammed Ghulam,2,4,59,12,5,1,0,4,6,28,,0,0,0,0
746101.csv,Saad Khalid,2,5,24,5,2,1,0,2,2,12,caught,43,21,2,1
746101.csv,Ali Zaheer,2,6,12,0,0,1,0,1,1,3,,61,20,5,2
746101.csv,Abdul Jabar,2,,0,0,0,0,0,0,0,0,,60,17,0,2
746101.csv,Faizan Ali,2,,0,0,0,0,0,0,0,0,,23,2,10,0
746101.csv,Fiaz Ahmad,2,,0,0,0,0,0,0,0,0,,44,23,6,0
746101.csv,Mohammad Amin,2,,0,0,0,0,0,0,0,0,,14,10,2,0
366341.csv,V Kohli,1,1,54,43,8,6,2,7,0,66,bowled,0,0,0,0
366341.csv,G Gambhir,1,2,17,11,6,2,1,1,0,21,caught,0,0,0,0
366341.csv,Yuvraj Singh,1,3,0,6,0,0,0,0,0,6,caught,60,53,0,2
366341.csv,SK Raina,1,4,76,37,31,6,1,6,1,82,caught,0,0,0,0
366341.csv,MS Dhoni,1,5,71,33,33,11,0,4,0,81,caught,0,0,0,0
366341.csv,RG Sharma,1,6,18,11,7,4,1,0,0,23,caught,24,13,0,0
366341.csv,S Badrinath,1,7,6,5,6,0,0,0,0,11,caught,0,0,0,0
366341.csv,Harbhajan Singh,1,8,2,2,2,0,0,0,0,4,run out,64,33,12,4
366341.csv,P Kumar,1,9,2,4,2,0,0,0,0,6,bowled,25,24,1,0
366341.csv,MM Patel,1,10,1,0,1,0,0,0,0,1,,54,48,1,2
366341.csv,Z Khan,1,11,0,2,0,0,0,0,0,2,caught,59,25,2,2
366341.csv,ST Jayasuriya,2,1,60,32,9,2,1,8,2,54,caught,24,28,0,0
366341.csv,SM Warnapura,2,2,0,19,0,0,0,0,0,19,lbw,0,0,0,0
366341.csv,KC Sangakkara,2,3,6,13,2,0,0,1,0,16,bowled,0,0,0,0
366341.csv,DPMD Jayawardene,2,4,16,28,10,3,0,0,0,41,run out,0,0,0,0
366341.csv,CK Kapugedera,2,5,30,11,16,2,2,1,0,32,lbw,0,0,0,0
366341.csv,TM Dilshan,2,6,12,13,8,0,0,1,0,22,lbw,0,0,0,0
366341.csv,WPUJC Vaas,2,7,17,18,9,2,0,1,0,30,lbw,54,40,0,1
366341.csv,KMDN Kulasekara,2,8,12,13,10,1,0,0,0,24,stumped,48,38,2,1
366341.csv,T Thushara,2,9,40,9,12,4,0,2,2,29,caught,57,42,5,5
366341.csv,BAW Mendis,2,10,2,10,2,0,0,0,0,12,run out,60,43,3,1
366341.csv,M Muralitharan,2,11,1,6,1,0,0,0,0,7,,60,56,1,2
1085952.csv,MDN Hansika,1,1,0,3,0,0,0,0,0,3,lbw,0,0,0,0
1085952.csv,AC Jayangani,1,2,178,72,44,5,0,22,6,149,,6,10,0,0
1085952.csv,PRCS Kumarihami,1,3,6,30,6,0,0,0,0,36,lbw,35,33,0,0
1085952.csv,MADD Surangika,1,4,8,24,6,1,0,0,0,31,lbw,0,0,0,0
1085952.csv,PM Weerakkody,1,5,1,4,1,0,0,0,0,5,caught,0,0,0,0
1085952.csv,HASD Siriwardene,1,6,24,24,12,0,0,3,0,39,lbw,60,62,1,1
1085952.csv,GWHM Perera,1,7,0,3,0,0,0,0,0,3,bowled,0,0,0,0
1085952.csv,LE Kaushalya,1,8,13,12,7,1,0,1,0,21,bowled,13,9,1,0
1085952.csv,SS Weerakkody,1,9,8,10,4,0,0,1,0,15,bowled,48,39,0,1
1085952.csv,KDU Prabodhani,1,10,0,7,0,0,0,0,0,7,caught,53,49,5,0
1085952.csv,I Ranaweera,1,11,0,4,0,0,0,0,0,4,,56,49,4,0
1085952.csv,NE Bolton,2,1,60,42,19,3,1,8,0,73,caught,18,18,0,2
1085952.csv,BL Mooney,2,2,0,6,0,0,0,0,0,6,caught,0,0,0,0
1085952.csv,MM Lanning,2,3,152,62,43,9,3,19,1,137,,0,0,0,0
1085952.csv,EA Perry,2,4,39,26,25,1,0,3,0,55,,50,50,3,2
1085952.csv,A Gardner,2,,0,0,0,0,0,0,0,0,,62,37,2,1
1085952.csv,B Vakarewa,2,,0,0,0,0,0,0,0,0,,27,18,4,0
1085952.csv,EJ Villani,2,,0,0,0,0,0,0,0,0,,33,19,3,1
1085952.csv,KM Beams,2,,0,0,0,0,0,0,0,0,,61,48,1,2
1085952.csv,ML Schutt,2,,0,0,0,0,0,0,0,0,,62,48,6,1
754759.csv,AM Rahane,1,1,73,51,39,8,0,3,1,102,caught,0,0,0,0
754759.csv,S Dhawan,1,2,38,40,20,1,0,4,0,65,caught,0,0,0,0
754759.csv,V Kohli,1,3,8,11,8,0,0,0,0,19,caught,0,0,0,0
754759.csv,SK Raina,1,4,1,4,1,0,0,0,0,5,caught,0,0,0,0
754759.csv,AT Rayudu,1,5,12,10,5,0,1,1,0,17,caught,0,0,0,0
754759.csv,MS Dhoni,1,6,17,24,5,0,0,3,0,32,lbw,0,0,0,0
754759.csv,STR Binny,1,7,7,8,3,0,0,1,0,12,caught,51,30,3,3
754759.csv,RA Jadeja,1,8,5,4,5,0,0,0,0,9,caught,60,61,1,0
754759.csv,AR Patel,1,9,1,4,1,0,0,0,0,5,caught,60,39,0,1
754759.csv,MM Sharma,1,10,7,2,3,0,0,1,0,6,,60,36,0,2
754759.csv,Mohammed Shami,1,11,25,11,5,1,0,3,1,21,caught,59,26,5,1
754759.csv,IR Bell,2,1,10,11,0,1,0,2,0,14,lbw,0,0,0,0
754759.csv,MM Ali,2,2,17,24,8,1,1,1,0,35,caught,60,35,1,2
754759.csv,JWA Taylor,2,3,82,66,47,8,1,4,0,126,caught,0,0,0,0
754759.csv,JE Root,2,4,3,1,0,0,1,0,0,2,caught and bowled,0,0,0,0
754759.csv,EJG Morgan,2,5,2,11,2,0,0,0,0,13,caught,0,0,0,0
754759.csv,RS Bopara,2,6,4,4,1,0,1,0,0,6,caught,0,0,0,0
754759.csv,JC Buttler,2,7,67,41,27,2,1,7,0,79,caught,0,0,0,0
754759.csv,CR Woakes,2,8,4,5,4,0,0,0,0,9,,58,44,3,2
754759.csv,SCJ Broad,2,9,3,3,3,0,0,0,0,6,,60,56,0,2
754759.csv,JM Anderson,2,,0,0,0,0,0,0,0,0,,55,23,2,1
754759.csv,ST Finn,2,,0,0,0,0,0,0,0,0,,60,36,0,3
736515.csv,Zeeshan Siddiqui,1,1,24,39,8,0,0,4,0,51,caught and bowled,18,12,4,1
736515.csv,Zeeshan Maqsood,1,2,43,43,13,0,0,6,1,63,caught,30,43,7,0
736515.csv,Arif Hussain,1,3,13,7,1,0,0,3,0,11,caught,0,0,0,0
736515.csv,VS Wategaonkar,1,4,4,5,0,0,0,1,0,6,caught,0,0,0,0
736515.csv,Khawar Ali,1,5,7,14,3,0,0,1,0,18,caught,12,15,0,1
736515.csv,Aamir Kaleem,1,6,11,15,3,1,0,0,1,20,caught,30,19,0,1
736515.csv,Sultan Ahmed,1,7,5,16,3,1,0,0,0,20,caught,0,0,0,0
736515.csv,Amir Ali,1,8,24,50,12,0,0,3,0,65,caught,12,4,0,1
736515.csv,AV Lalcheta,1,9,2,9,2,0,0,0,0,11,caught,42,30,0,0
736515.csv,RJ Ranpura,1,10,27,22,3,3,0,3,1,32,caught,31,16,2,0
736515.csv,M Ansari,1,11,4,5,0,0,0,1,0,6,,32,33,2,1
736515.csv,Noor Ali Zadran,2,1,67,52,17,3,0,11,0,83,caught,0,0,0,0
736515.csv,Usman Ghani,2,2,16,10,0,0,0,4,0,14,caught,12,16,0,0
736515.csv,Hashmatullah Shahidi,2,3,4,11,4,0,0,0,0,15,caught,0,0,0,0
736515.csv,Nasir Jamal,2,4,36,31,10,0,0,5,1,47,caught,0,0,0,0
736515.csv,Samiullah Shenwari,2,5,29,15,7,3,0,4,0,29,,56,30,2,3
736515.csv,Mohammad Nabi,2,6,15,7,1,2,0,1,1,12,caught,60,26,0,3
736515.csv,Mirwais Ashraf,2,7,5,5,1,0,0,1,0,7,,51,28,5,1
736515.csv,Amir Hamza,2,,0,0,0,0,0,0,0,0,,54,26,0,2
736515.csv,Dawlat Zadran,2,,0,0,0,0,0,0,0,0,,52,27,14,1
736515.csv,Shapoor Zadran,2,,0,0,0,0,0,0,0,0,,18,11,1,0
749771.csv,MJ Guptill,1,1,5,25,5,0,0,0,0,30,caught,0,0,0,0
749771.csv,JDS Neesham,1,2,16,9,2,1,0,3,0,15,caught,24,27,0,0
749771.csv,DG Brownlie,1,3,24,16,8,1,0,2,1,28,caught,0,0,0,0
749771.csv,BB McCullum,1,4,16,16,4,0,0,0,2,22,caught,0,0,0,0
749771.csv,TWM Latham,1,5,29,26,7,1,0,5,0,39,stumped,0,0,0,0
749771.csv,CJ Anderson,1,6,0,1,0,0,0,0,0,1,bowled,37,30,1,1
749771.csv,L Ronchi,1,7,99,39,26,4,1,11,3,84,caught,0,0,0,0
749771.csv,DL Vettori,1,8,0,2,0,0,0,0,0,2,lbw,60,43,0,0
749771.csv,NL McCullum,1,9,6,12,2,2,0,0,0,16,caught,60,45,2,0
749771.csv,KD Mills,1,10,1,6,1,0,0,0,0,7,caught,49,47,0,1
749771.csv,TA Boult,1,11,21,24,5,1,0,2,1,33,,64,36,5,2
749771.csv,Q de Kock,2,1,9,2,1,0,0,2,0,5,caught,0,0,0,0
749771.csv,HM Amla,2,2,38,44,26,4,0,1,0,75,bowled,0,0,0,0
749771.csv,F du Plessis,2,3,8,19,2,1,0,1,0,23,caught,0,0,0,0
749771.csv,RR Rossouw,2,4,26,17,10,2,0,3,0,32,caught,0,0,0,0
749771.csv,AB de Villiers,2,5,89,29,43,5,0,9,0,86,,0,0,0,0
749771.csv,JP Duminy,2,6,58,35,32,1,0,3,2,73,,31,21,1,1
749771.csv,DW Steyn,2,,0,0,0,0,0,0,0,0,,43,28,1,1
749771.csv,Imran Tahir,2,,0,0,0,0,0,0,0,0,,60,37,2,2
749771.csv,M Morkel,2,,0,0,0,0,0,0,0,0,,49,38,2,2
749771.csv,R McLaren,2,,0,0,0,0,0,0,0,0,,50,57,4,2
749771.csv,VD Philander,2,,0,0,0,0,0,0,0,0,,44,36,3,2
953339.csv,PJ Moor,1,1,0,3,0,0,0,0,0,3,lbw,0,0,0,0
953339.csv,H Masakadza,1,2,83,90,39,1,0,6,3,139,caught,0,0,0,0
953339.csv,CJ Chibhabha,1,3,0,2,0,0,0,0,0,2,caught,0,0,0,0
953339.csv,R Mutumbami,1,4,14,22,2,2,0,2,0,28,caught,0,0,0,0
953339.csv,E Chigumbura,1,5,1,2,1,0,0,0,0,3,bowled,0,0,0,0
953339.csv,Sikandar Raza,1,6,1,6,1,0,0,0,0,7,bowled,0,0,0,0
953339.csv,MN Waller,1,7,8,11,0,0,0,2,0,13,run out,0,0,0,0
953339.csv,LM Jongwe,1,8,0,3,0,0,0,0,0,3,caught,33,4,3,5
953339.csv,AG Cremer,1,9,58,42,28,0,0,3,3,76,caught,6,6,0,0
953339.csv,N Madziva,1,10,0,6,0,0,0,0,0,6,lbw,37,26,1,3
953339.csv,TS Chisoro,1,11,6,8,4,1,0,0,0,13,,24,18,0,2
953339.csv,Noor Ali Zadran,2,1,0,4,0,0,0,0,0,4,bowled,0,0,0,0
953339.csv,Mohammad Nabi,2,2,0,1,0,0,0,0,0,1,caught,54,47,0,1
953339.csv,Asghar Stanikzai,2,3,6,4,2,0,0,1,0,7,caught,0,0,0,0
953339.csv,Mohammad Shahzad,2,4,31,12,3,3,0,4,1,23,caught,0,0,0,0
953339.csv,Hashmatullah Shahidi,2,5,3,13,3,0,0,0,0,16,caught,0,0,0,0
953339.csv,Mirwais Ashraf,2,6,1,2,1,0,0,0,0,3,caught,48,20,0,4
953339.csv,Samiullah Shenwari,2,7,2,6,2,0,0,0,0,8,caught,12,10,0,0
953339.csv,Shafiqullah,2,8,0,1,0,0,0,0,0,1,caught,0,0,0,0
953339.csv,Rashid Khan,2,9,3,1,3,0,0,0,0,4,caught,61,35,1,1
953339.csv,Dawlat Zadran,2,10,7,17,3,0,0,1,0,21,,58,24,2,2
953339.csv,Amir Hamza,2,11,1,11,1,0,0,0,0,12,caught,60,35,1,2
560924.csv,LMP Simmons,1,1,3,16,1,1,0,0,0,18,caught,0,0,0,0
560924.csv,CH Gayle,1,2,125,59,33,3,0,8,9,112,caught,0,0,0,0
560924.csv,DR Smith,1,3,24,27,7,0,1,2,1,38,caught,0,0,0,0
560924.csv,MN Samuels,1,4,101,37,51,8,0,7,1,104,,49,44,2,2
560924.csv,KA Pollard,1,5,8,5,4,0,0,1,0,10,lbw,0,0,0,0
560924.csv,DJ Bravo,1,6,3,4,3,0,0,0,0,7,bowled,18,20,1,0
560924.csv,DJG Sammy,1,7,31,4,13,1,0,1,2,21,,49,42,1,0
560924.csv,AD Russell,1,,0,0,0,0,0,0,0,0,,55,50,1,1
560924.csv,R Rampaul,1,,0,0,0,0,0,0,0,0,,57,47,7,4
